attacks,muslimtherm,persmuslim,radconcernus,radconcernworld,white,edu,partyid,date,age,christian,CA,muslim,female
0,50,50,35,35,1,3,6,04nov2015,34,0,0,0,1
0,40,80,25,75,0,3,4,04nov2015,19,0,0,0,0
0,80,90,80,90,1,5,1,04nov2015,48,1,0,0,1
0,,76,27,17,1,3,4,04nov2015,21,0,1,0,1
0,60,77,,,,,,04nov2015,,0,1,0,
0,28,86,100,100,1,3,3,04nov2015,47,1,0,0,0
0,28,69,77,83,0,4,4,04nov2015,61,0,0,0,1
0,100,100,100,100,1,5,1,04nov2015,32,1,0,0,0
0,83,88,99,79,1,5,4,04nov2015,37,1,0,0,0
0,14,87,7,80,1,4,3,04nov2015,34,1,0,0,0
0,34,59,27,85,1,5,6,04nov2015,41,0,0,0,0
0,65,66,25,78,1,5,2,04nov2015,22,1,0,0,0
0,27,67,93,89,1,5,2,04nov2015,25,1,0,0,0
0,50,50,70,94,1,5,6,04nov2015,30,1,0,0,0
0,61,91,40,56,1,5,5,04nov2015,24,0,0,0,0
0,85,90,55,95,1,6,6,04nov2015,51,1,0,0,1
0,23,51,55,57,1,5,2,04nov2015,25,1,0,0,1
0,50,50,50,75,1,3,4,04nov2015,21,0,0,0,1
0,51,69,90,64,1,5,3,04nov2015,26,1,1,0,0
0,86,100,100,100,1,3,5,04nov2015,39,0,0,0,0
0,59,96,26,50,0,6,7,04nov2015,27,1,0,0,1
0,54,47,44,68,1,5,3,04nov2015,28,1,0,0,1
0,40,55,10,20,1,5,1,04nov2015,37,1,0,0,0
0,65,80,80,98,1,5,7,04nov2015,41,0,0,0,1
0,65,80,10,60,1,5,5,04nov2015,52,0,0,0,1
0,27,70,93,84,0,5,3,04nov2015,39,1,0,0,0
0,40,80,20,80,1,4,2,04nov2015,28,0,0,0,0
0,100,41,100,100,1,3,7,04nov2015,25,1,0,0,1
0,68,84,100,100,1,5,6,04nov2015,64,1,0,0,0
0,70,39,19,18,0,3,7,04nov2015,27,0,1,0,1
0,50,63,76,67,1,4,5,04nov2015,33,1,0,0,1
0,0,0,100,100,1,4,1,04nov2015,42,1,0,0,0
0,100,100,40,40,1,3,7,04nov2015,32,0,0,0,1
0,5,7,100,84,1,2,2,04nov2015,53,1,0,0,1
0,0,50,35,66,1,3,6,04nov2015,47,0,1,0,0
0,50,100,100,50,1,5,6,04nov2015,57,0,0,0,0
0,95,100,40,60,1,3,4,04nov2015,20,0,0,0,1
0,100,100,25,100,0,3,2,04nov2015,19,0,0,1,0
0,50,50,75,75,1,4,4,04nov2015,39,0,0,0,0
0,69,50,54,54,0,4,6,04nov2015,25,1,1,0,1
0,97,97,68,85,1,2,7,04nov2015,62,1,0,0,1
0,,100,63,17,1,3,1,04nov2015,23,1,0,0,0
0,50,50,50,60,1,2,1,04nov2015,30,0,0,0,0
0,0,5,90,85,1,5,1,04nov2015,43,1,0,0,0
0,52,50,25,74,1,3,1,04nov2015,65,1,0,0,0
0,92,90,100,100,1,4,7,04nov2015,43,1,1,0,1
0,90,90,100,100,1,6,4,04nov2015,61,1,0,0,0
0,50,50,100,100,1,5,4,04nov2015,27,0,0,0,0
0,61,57,66,66,1,6,3,04nov2015,25,1,0,0,1
0,81,88,87,87,0,5,4,04nov2015,,1,0,0,1
0,77,74,100,100,1,4,1,04nov2015,59,1,0,0,1
0,50,50,19,35,0,5,4,04nov2015,26,0,1,0,0
0,50,50,26,22,0,3,4,04nov2015,23,1,0,0,1
0,50,50,57,57,1,3,7,04nov2015,34,0,0,0,1
0,91,100,100,100,1,2,7,04nov2015,61,0,1,0,1
0,69,100,100,100,1,2,6,04nov2015,26,0,0,0,
0,50,50,20,27,1,5,2,04nov2015,37,1,0,0,0
0,0,50,73,99,1,6,2,04nov2015,50,1,0,0,1
0,67,100,80,56,1,5,7,04nov2015,27,0,1,0,1
0,70,88,66,74,1,2,3,04nov2015,55,1,1,0,0
0,50,91,75,76,1,6,7,04nov2015,60,0,0,0,1
0,50,70,100,100,1,5,7,04nov2015,40,0,0,0,1
0,53,51,52,51,1,5,2,04nov2015,43,1,0,0,0
0,31,36,94,96,1,4,3,04nov2015,35,1,0,0,1
0,50,50,44,49,0,3,4,04nov2015,22,0,0,0,0
0,50,49,81,83,1,4,1,04nov2015,59,1,0,0,1
0,11,9,27,14,,3,1,04nov2015,30,1,0,0,0
0,75,51,53,56,0,2,4,04nov2015,24,0,1,0,0
0,50,50,35,35,1,3,6,04nov2015,74,1,0,0,0
0,80,63,58,59,0,2,4,04nov2015,24,0,1,0,0
0,69,51,36,48,0,5,5,04nov2015,31,0,0,0,0
0,100,90,92,100,1,3,7,04nov2015,23,0,0,0,1
0,87,90,68,70,1,6,7,04nov2015,38,0,0,0,0
0,50,50,60,80,0,5,5,04nov2015,27,1,0,0,0
0,75,75,90,90,1,3,7,04nov2015,39,0,0,0,1
0,62,85,55,70,1,5,6,04nov2015,60,0,0,0,0
0,51,50,14,10,0,5,4,04nov2015,33,0,0,0,0
0,80,81,81,63,0,3,4,04nov2015,33,1,0,0,0
0,75,100,60,60,1,5,5,04nov2015,42,0,1,0,0
0,,,90,90,1,4,6,04nov2015,39,1,0,0,1
0,79,84,71,71,1,4,1,04nov2015,30,1,0,0,0
0,82,90,72,76,1,5,1,04nov2015,35,1,0,0,0
0,100,100,26,100,1,5,6,04nov2015,27,0,0,0,1
0,92,88,90,89,1,5,7,04nov2015,43,1,0,0,1
0,85,89,89,81,0,3,4,04nov2015,24,0,0,0,0
0,82,77,68,70,1,6,3,04nov2015,41,1,0,0,1
0,14,19,86,62,1,1,6,04nov2015,64,1,0,0,1
0,41,89,57,86,1,5,5,04nov2015,41,1,0,0,0
0,10,50,10,100,1,5,7,04nov2015,36,0,1,0,0
0,77,87,69,81,1,3,3,04nov2015,43,0,0,0,0
0,50,79,84,83,1,5,6,04nov2015,34,0,1,0,0
0,71,87,87,51,1,5,5,04nov2015,42,0,1,0,0
0,88,82,100,98,1,5,6,04nov2015,50,0,0,0,1
0,61,100,100,100,1,6,5,04nov2015,47,1,0,0,1
0,50,50,55,73,1,6,6,04nov2015,34,0,1,0,1
0,62,70,75,89,1,4,3,04nov2015,23,0,0,0,1
0,,89,0,84,1,2,6,04nov2015,24,0,1,0,1
0,51,95,78,77,1,6,3,04nov2015,73,1,1,0,0
0,,70,34,66,1,3,4,04nov2015,20,0,1,0,1
0,50,50,45,74,1,5,3,04nov2015,50,1,0,0,0
0,69,100,73,68,0,6,5,04nov2015,53,0,1,1,0
0,47,55,54,79,0,3,4,04nov2015,24,0,0,0,1
0,53,61,69,75,1,4,4,05nov2015,46,0,1,0,0
0,20,79,100,100,1,3,4,05nov2015,27,0,0,0,0
0,61,96,50,9,0,3,6,05nov2015,24,0,0,0,1
0,,100,100,100,1,2,7,05nov2015,60,0,0,0,1
0,17,10,72,65,1,6,7,05nov2015,37,0,0,0,1
0,84,95,40,60,1,5,5,05nov2015,39,0,0,0,0
0,21,56,58,76,0,3,7,05nov2015,58,0,0,0,0
0,45,66,15,12,1,4,4,05nov2015,46,0,1,0,0
0,47,43,72,96,1,5,5,05nov2015,25,1,0,0,0
0,56,90,90,99,1,6,7,05nov2015,30,0,0,0,1
0,50,81,60,77,1,5,2,05nov2015,31,1,0,0,1
0,30,50,80,80,1,5,3,05nov2015,42,1,0,0,0
0,50,80,90,100,1,3,2,05nov2015,63,0,0,0,0
0,97,100,50,98,0,2,3,05nov2015,52,0,0,0,1
0,75,66,82,83,1,3,4,05nov2015,35,0,0,0,1
0,20,33,15,33,1,4,4,05nov2015,32,0,0,0,0
0,50,50,50,50,1,4,4,05nov2015,34,1,0,0,1
0,51,50,38,75,1,2,4,05nov2015,26,0,0,0,1
0,60,55,60,58,1,3,4,05nov2015,24,0,0,0,0
0,76,50,60,90,1,6,5,05nov2015,58,0,0,0,0
0,41,72,71,71,1,5,4,05nov2015,26,0,0,0,0
0,100,0,100,100,1,3,3,05nov2015,23,0,0,0,1
0,40,70,100,100,1,5,6,05nov2015,44,0,0,0,1
0,76,76,100,100,1,3,5,05nov2015,49,0,0,0,0
0,100,100,100,75,1,6,7,05nov2015,40,0,0,0,1
0,50,50,81,82,1,4,1,05nov2015,53,1,0,0,1
0,8,50,78,75,1,6,1,05nov2015,38,1,1,0,1
0,70,90,75,90,0,3,3,05nov2015,57,0,1,0,0
0,41,42,66,68,1,4,3,05nov2015,37,1,1,0,1
0,65,82,25,25,1,6,4,05nov2015,43,0,0,0,1
0,50,67,73,84,1,6,6,05nov2015,69,0,1,0,1
0,10,40,76,97,1,4,2,05nov2015,27,0,0,0,1
0,54,72,74,84,1,5,7,05nov2015,52,0,1,0,1
0,70,50,65,87,0,6,5,05nov2015,38,1,0,0,1
0,40,46,85,98,1,5,1,05nov2015,62,1,0,0,0
0,50,95,80,80,1,5,4,05nov2015,55,0,0,0,0
0,100,100,90,50,1,3,7,05nov2015,21,1,0,0,1
0,100,100,15,30,0,5,6,05nov2015,25,0,0,1,1
0,,78,59,77,1,5,5,05nov2015,23,0,0,0,0
0,100,100,70,60,0,5,4,05nov2015,36,0,0,0,0
0,71,95,70,90,1,5,7,05nov2015,35,0,0,0,0
0,,,100,80,1,5,5,05nov2015,30,0,0,0,1
0,100,100,50,,0,3,4,05nov2015,30,0,0,0,1
0,76,72,100,100,0,5,4,05nov2015,21,0,0,0,1
0,83,100,17,64,0,5,4,05nov2015,28,0,1,0,1
0,64,74,28,43,1,5,6,05nov2015,32,0,0,0,0
0,50,50,50,50,1,3,4,05nov2015,33,1,0,0,0
0,38,64,91,96,1,3,1,05nov2015,29,1,0,0,1
0,69,42,69,63,1,5,6,05nov2015,28,1,1,0,0
0,75,69,26,47,1,5,7,05nov2015,24,0,0,0,0
0,95,100,67,50,0,5,4,05nov2015,41,0,0,0,1
0,65,78,59,77,1,5,7,05nov2015,21,0,0,0,1
0,100,100,50,50,1,3,7,05nov2015,24,0,1,0,1
0,40,60,75,95,1,6,7,05nov2015,27,0,1,0,0
0,6,8,32,5,1,4,2,05nov2015,32,1,0,0,1
0,30,50,90,55,1,3,7,05nov2015,31,0,0,0,0
0,41,36,91,90,0,3,6,05nov2015,25,1,1,0,0
0,65,80,90,85,0,5,4,05nov2015,61,0,0,0,0
0,15,50,20,60,1,5,2,05nov2015,24,0,0,0,0
0,50,100,100,100,1,5,5,05nov2015,68,0,0,0,0
0,,100,0,100,1,2,4,05nov2015,28,0,0,0,1
0,65,95,50,55,1,5,7,05nov2015,34,0,1,0,0
0,,100,,90,,5,4,05nov2015,29,0,0,0,1
0,48,48,11,66,1,6,5,05nov2015,62,0,0,0,0
0,90,95,30,85,1,6,1,06nov2015,31,0,0,0,0
0,59,100,0,0,0,3,7,06nov2015,23,0,0,0,1
0,81,84,79,83,0,5,5,06nov2015,26,1,0,0,0
0,70,100,96,96,1,4,4,06nov2015,51,1,0,0,1
0,49,93,94,94,0,5,7,06nov2015,33,1,0,0,1
0,75,95,70,85,1,6,6,06nov2015,29,0,0,0,0
0,35,21,30,82,1,4,3,06nov2015,56,1,0,0,0
0,50,100,60,70,1,5,6,06nov2015,30,0,0,0,1
0,67,73,65,67,0,2,4,06nov2015,42,0,0,0,1
0,10,,90,95,1,5,6,06nov2015,55,1,0,0,1
0,100,50,50,50,1,2,4,06nov2015,21,0,1,0,1
0,62,70,68,76,1,6,7,06nov2015,43,1,0,0,1
0,54,39,30,60,1,6,7,06nov2015,59,0,0,0,1
0,100,89,68,90,1,3,7,06nov2015,24,0,0,0,1
0,9,43,100,100,1,5,6,06nov2015,47,0,0,0,1
0,65,70,23,13,1,5,7,06nov2015,40,0,0,0,1
0,6,10,89,27,1,4,5,06nov2015,58,0,0,0,0
0,48,96,94,98,0,3,7,06nov2015,20,0,0,0,1
0,2,50,0,100,1,3,3,06nov2015,45,1,0,0,1
0,51,74,51,50,1,5,5,06nov2015,43,1,1,0,1
0,26,50,45,69,0,6,3,06nov2015,47,0,1,0,0
0,55,75,63,80,1,6,6,06nov2015,49,1,0,0,1
0,,66,36,99,1,5,6,06nov2015,25,1,0,0,0
0,77,88,10,32,1,6,3,06nov2015,30,0,1,0,0
0,60,81,55,73,1,6,7,06nov2015,47,0,1,0,1
0,87,92,76,82,1,5,2,06nov2015,35,1,0,0,0
0,,,,,,,,06nov2015,,0,1,0,
0,100,100,100,100,0,3,4,06nov2015,48,1,0,0,1
0,64,53,30,74,1,3,3,06nov2015,20,1,0,0,1
0,52,50,9,8,1,4,4,06nov2015,34,0,1,0,0
0,50,50,50,50,1,5,4,06nov2015,28,0,0,0,0
0,78,37,74,88,0,6,7,06nov2015,24,0,0,0,0
0,82,86,70,62,0,3,4,06nov2015,23,0,1,0,0
0,10,60,40,70,1,4,2,06nov2015,32,1,0,0,1
0,100,100,88,98,1,5,7,06nov2015,23,0,1,0,1
0,96,96,80,91,1,5,7,06nov2015,36,0,1,0,0
0,50,91,25,65,1,3,5,06nov2015,22,0,0,0,0
0,100,100,96,76,1,4,7,06nov2015,57,0,1,0,1
0,40,65,100,100,1,3,7,06nov2015,53,0,1,0,1
0,100,90,15,35,1,6,6,06nov2015,52,1,0,0,0
0,0,25,100,100,1,6,5,06nov2015,31,0,0,0,0
0,1,30,100,90,1,5,5,06nov2015,23,0,0,0,1
0,83,96,80,86,1,3,7,06nov2015,33,1,0,0,1
0,93,94,93,99,0,5,4,06nov2015,29,0,0,0,1
0,75,75,30,70,1,3,7,06nov2015,34,0,0,0,1
0,98,94,100,91,0,5,4,06nov2015,28,0,0,0,1
0,4,7,100,100,1,4,5,06nov2015,48,1,0,0,0
0,15,50,80,82,1,2,5,06nov2015,53,0,0,0,0
0,15,50,100,85,1,6,4,08nov2015,32,0,0,0,0
0,72,83,30,76,1,3,3,08nov2015,22,1,0,0,1
0,40,50,80,100,0,6,4,08nov2015,33,0,1,0,0
0,90,100,10,60,1,5,6,08nov2015,26,1,1,0,1
0,78,100,100,100,1,4,3,08nov2015,22,1,1,0,1
0,71,95,86,87,1,6,6,08nov2015,64,0,0,0,1
0,44,32,64,71,1,4,2,08nov2015,36,1,0,0,1
0,90,91,57,65,0,5,7,08nov2015,24,0,1,1,0
0,90,80,100,100,1,3,7,08nov2015,33,0,0,0,0
0,35,50,50,61,1,2,3,08nov2015,35,1,0,0,0
0,100,91,10,76,0,5,5,08nov2015,45,0,1,1,1
0,25,29,100,99,1,3,4,08nov2015,31,0,0,0,1
0,50,50,90,100,1,2,2,08nov2015,60,1,0,0,1
0,50,68,58,55,1,5,6,08nov2015,31,0,0,0,0
0,0,0,86,83,1,4,4,08nov2015,24,0,0,0,1
0,27,36,58,76,1,4,2,08nov2015,34,1,0,0,0
0,78,57,70,78,1,3,6,08nov2015,30,0,1,0,0
0,35,40,70,30,1,5,5,08nov2015,58,1,0,0,0
0,100,100,100,100,1,5,2,08nov2015,37,0,0,0,1
0,50,90,42,63,1,5,4,08nov2015,30,0,1,0,1
0,38,34,30,65,1,3,3,08nov2015,24,0,0,0,0
0,74,84,92,96,1,5,6,08nov2015,30,1,0,0,0
0,39,60,31,55,1,5,6,08nov2015,37,1,0,0,1
0,52,,81,91,1,5,6,08nov2015,37,1,0,0,1
0,100,100,90,100,0,5,7,08nov2015,25,1,0,0,0
0,63,75,80,79,0,3,4,08nov2015,22,1,0,0,1
0,75,90,89,99,1,5,5,08nov2015,55,1,1,0,0
0,16,0,68,87,1,3,3,08nov2015,34,1,0,0,0
0,25,,100,100,1,5,5,08nov2015,26,0,0,0,0
0,50,76,76,88,1,3,6,08nov2015,20,1,0,0,0
0,0,0,100,100,1,4,4,08nov2015,58,1,0,0,1
0,80,100,90,75,1,5,3,08nov2015,27,0,0,0,0
0,,68,58,72,1,6,1,08nov2015,54,1,1,0,1
0,85,90,64,57,1,3,2,08nov2015,26,0,0,0,0
0,29,31,100,100,1,4,4,08nov2015,53,1,0,0,1
0,51,50,51,49,1,5,4,08nov2015,22,1,0,0,0
0,49,78,75,100,1,5,1,08nov2015,39,1,0,0,1
0,33,75,43,42,1,5,2,08nov2015,24,1,0,0,1
0,98,93,94,94,1,3,4,08nov2015,21,0,0,0,1
0,59,50,59,71,1,5,5,08nov2015,28,1,0,0,0
0,28,,94,94,1,5,2,08nov2015,53,1,0,0,1
0,50,50,4,5,0,3,7,08nov2015,21,1,1,0,1
0,90,95,2,1,1,3,7,08nov2015,45,1,0,0,1
0,75,100,32,48,1,5,7,08nov2015,25,0,0,0,1
0,74,80,39,87,1,6,4,08nov2015,24,1,0,0,1
0,54,53,75,79,1,5,4,08nov2015,69,1,0,0,1
0,65,70,,,1,3,4,08nov2015,25,0,1,0,0
0,100,100,21,79,1,5,7,08nov2015,37,0,1,0,1
0,80,100,70,90,0,6,7,08nov2015,57,0,0,0,1
0,50,85,95,80,1,,5,08nov2015,51,0,0,0,1
0,41,59,46,57,1,5,1,08nov2015,40,1,0,0,0
0,,43,60,62,0,5,4,08nov2015,38,1,0,0,0
0,50,50,80,90,1,3,6,08nov2015,60,1,0,0,1
0,,50,56,72,1,5,3,08nov2015,26,1,1,0,1
0,53,78,65,81,1,5,1,08nov2015,36,1,0,0,1
0,50,75,80,85,1,3,6,08nov2015,48,1,0,0,1
0,50,50,80,100,1,5,3,08nov2015,46,1,0,0,0
0,75,94,74,91,1,5,6,08nov2015,50,1,1,0,0
0,50,50,75,85,1,6,7,08nov2015,56,0,0,0,1
0,,50,59,74,1,2,5,08nov2015,36,0,0,0,1
0,75,100,10,75,1,5,5,08nov2015,32,1,0,0,1
0,25,50,60,60,1,4,4,08nov2015,37,0,0,0,1
0,100,100,0,0,1,3,6,08nov2015,57,1,0,0,1
0,100,100,25,75,1,3,4,08nov2015,30,1,0,0,1
0,50,100,50,85,1,6,7,08nov2015,32,0,1,0,1
0,100,100,100,100,1,3,7,08nov2015,45,0,0,0,1
0,75,75,55,80,1,6,4,08nov2015,36,1,1,0,1
0,50,57,75,88,1,6,5,08nov2015,39,0,0,0,0
0,39,57,77,58,1,6,5,08nov2015,49,0,0,0,1
0,50,75,65,96,1,4,5,08nov2015,21,1,0,0,1
0,76,,67,74,0,3,4,08nov2015,25,1,0,0,1
0,100,100,25,,1,5,7,08nov2015,28,0,1,0,1
0,100,100,90,88,0,5,5,08nov2015,28,1,1,0,0
0,2,49,1,0,1,2,1,08nov2015,56,1,0,0,0
0,81,81,67,74,0,5,5,08nov2015,41,0,1,0,1
0,25,,90,90,1,5,1,08nov2015,56,1,0,0,1
0,63,50,85,86,1,1,6,08nov2015,35,0,0,0,1
0,100,100,100,100,0,5,4,08nov2015,32,0,0,0,0
0,45,55,85,100,1,3,3,08nov2015,28,1,0,0,1
0,55,50,70,75,1,5,4,08nov2015,37,0,0,0,0
0,82,99,3,80,1,3,5,08nov2015,30,0,0,0,1
0,90,88,91,93,1,5,2,08nov2015,23,1,1,0,1
0,100,100,80,90,0,3,6,08nov2015,36,1,1,0,1
0,65,,57,54,0,3,4,08nov2015,23,0,0,0,0
0,65,65,55,55,1,4,7,08nov2015,63,0,0,0,1
0,74,85,6,58,1,5,7,08nov2015,25,0,1,0,1
0,50,60,75,40,1,5,7,08nov2015,25,0,1,0,0
0,49,56,87,87,1,5,2,08nov2015,35,1,0,0,1
0,30,60,60,70,1,4,2,08nov2015,32,1,0,0,1
0,70,74,78,62,0,3,6,08nov2015,20,1,0,0,1
0,85,93,60,80,1,6,5,08nov2015,28,1,0,0,0
0,65,65,73,89,1,5,6,08nov2015,30,0,0,0,0
0,90,83,35,64,0,3,5,08nov2015,33,0,0,0,1
0,40,70,56,97,0,3,6,08nov2015,30,1,0,0,0
0,75,70,50,70,0,5,5,08nov2015,27,1,0,0,0
0,73,59,95,97,1,5,1,08nov2015,49,1,0,0,1
0,40,40,90,95,1,3,6,08nov2015,47,0,1,0,1
0,74,83,97,80,1,6,7,08nov2015,27,1,0,0,1
0,38,50,66,55,1,5,4,08nov2015,23,0,0,0,0
0,75,100,25,25,1,5,7,08nov2015,27,0,1,0,0
0,50,100,76,84,1,5,4,08nov2015,32,0,0,0,1
0,,40,85,100,1,6,7,09nov2015,69,0,1,0,1
0,84,94,18,34,1,6,6,09nov2015,45,0,1,0,0
0,9,1,100,100,1,5,6,09nov2015,32,0,1,0,0
0,53,59,56,59,1,4,5,09nov2015,23,1,0,0,0
0,95,100,100,100,1,3,5,09nov2015,31,1,0,0,1
0,100,100,0,20,0,3,5,09nov2015,26,0,0,0,0
0,,,,,,,,09nov2015,,0,1,0,
0,,,,,,,,09nov2015,,0,1,0,
0,42,72,93,93,1,5,3,09nov2015,38,0,0,0,0
0,36,48,22,67,0,5,4,09nov2015,25,0,0,0,1
0,86,95,86,88,1,2,3,09nov2015,27,0,0,0,1
0,75,80,100,100,1,4,5,09nov2015,65,1,0,0,1
0,38,38,37,33,1,5,5,09nov2015,33,0,0,0,0
0,100,55,0,5,1,4,6,09nov2015,31,0,0,0,1
0,50,40,80,80,1,2,6,09nov2015,42,0,0,0,0
0,50,71,,,,,,09nov2015,,0,1,0,
0,50,75,70,50,0,5,5,09nov2015,46,0,0,0,0
0,20,40,77,77,1,6,4,09nov2015,32,0,0,0,0
0,45,58,65,76,1,5,2,09nov2015,42,1,0,0,1
0,50,78,50,75,1,3,5,09nov2015,26,0,0,0,1
0,39,50,18,43,1,5,2,09nov2015,27,0,0,0,0
0,,,,,,,,09nov2015,,0,1,0,
0,40,50,80,90,1,4,4,09nov2015,55,1,0,0,1
0,50,50,60,80,1,3,7,09nov2015,45,0,0,0,1
0,50,70,100,80,1,6,5,09nov2015,28,0,0,0,1
0,95,77,30,39,0,3,6,09nov2015,30,0,0,1,1
0,62,55,67,62,1,5,5,09nov2015,34,1,1,0,0
0,50,75,60,80,1,5,7,09nov2015,56,0,0,0,1
0,15,50,71,65,1,5,2,09nov2015,32,0,0,0,1
0,0,0,100,50,1,4,4,09nov2015,39,1,1,0,1
0,50,70,99,92,1,2,5,09nov2015,38,0,0,0,1
0,37,33,66,81,1,2,2,09nov2015,19,0,0,0,1
0,0,0,100,100,1,6,3,09nov2015,44,0,0,0,0
0,60,60,42,33,0,4,6,09nov2015,28,0,0,0,1
0,60,70,90,95,1,3,2,09nov2015,30,1,0,0,0
0,40,50,50,60,1,3,4,09nov2015,56,1,0,0,1
0,84,54,44,75,0,3,6,09nov2015,31,0,0,0,1
